,scaled_input_P1,scaled_input_P5p1,scaled_input_P6p2,scaled_input_P11p4,scaled_input_P14p9,scaled_input_P15p1,scaled_input_P15p3,scaled_input_P16p2,scaled_input_P18p2,scaled_input_P27p4,scaled_input_H2p2,scaled_input_H8p2,scaled_input_H10p1,scaled_input_H13p1,scaled_input_H18pA,scaled_input_H40p4,scaled_input_target,origin_input_P1,origin_input_P5p1,origin_input_P6p2,origin_input_P11p4,origin_input_P14p9,origin_input_P15p1,origin_input_P15p3,origin_input_P16p2,origin_input_P18p2,origin_input_P27p4,origin_input_H2p2,origin_input_H8p2,origin_input_H10p1,origin_input_H13p1,origin_input_H18pA,origin_input_H40p4,origin_input_target,running_time,Found,ground_truth,prediction,scaled_cf_P1,scaled_cf_P5p1,scaled_cf_P6p2,scaled_cf_P11p4,scaled_cf_P14p9,scaled_cf_P15p1,scaled_cf_P15p3,scaled_cf_P16p2,scaled_cf_P18p2,scaled_cf_P27p4,scaled_cf_H2p2,scaled_cf_H8p2,scaled_cf_H10p1,scaled_cf_H13p1,scaled_cf_H18pA,scaled_cf_H40p4,scaled_cf_target,origin_cf_P1,origin_cf_P5p1,origin_cf_P6p2,origin_cf_P11p4,origin_cf_P14p9,origin_cf_P15p1,origin_cf_P15p3,origin_cf_P16p2,origin_cf_P18p2,origin_cf_P27p4,origin_cf_H2p2,origin_cf_H8p2,origin_cf_H10p1,origin_cf_H13p1,origin_cf_H18pA,origin_cf_H40p4,origin_cf_target
0,0.0003497410741598566,0.3358780387689802,0.009357,0.22977924903671884,0.31709634812266296,0.7849751921570143,0.017860121361903264,0.5032774140697736,0.024388024388024385,0.10329330967251273,0.035849200058741856,0.010319,0.9952946747556791,0.341486,0.023861,0.6,Y,2565.0,0.436647,0.009357,0.197271,0.15917,0.810916,0.015205,0.631332,0.0018759999999999998,0.040338,0.03442,0.010319,0.99531,0.341486,0.023861,0.6,Y,0.7202060222625732,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0003497410741598566,0.3358780387689802,0.009357,0.22977924903671884,0.31709634812266296,0.7849751921570143,0.017860121361903264,0.5032774140697736,0.024388024388024385,0.10329330967251273,0.035849200058741856,0.010319,0.9952946747556791,0.341486,0.023861,0.6,Y,2565.0,0.436647,0.009357,0.197271,0.15917,0.810916,0.015205,0.631332,0.0018759999999999998,0.040338,0.03442,0.010319,0.99531,0.341486,0.023861,0.6,Y,0.6623282432556152,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0003497410741598566,0.3358780387689802,0.009357,0.22977924903671884,0.31709634812266296,0.7849751921570143,0.017860121361903264,0.5032774140697736,0.024388024388024385,0.10329330967251273,0.035849200058741856,0.010319,0.9952946747556791,0.341486,0.023861,0.6,Y,2565.0,0.436647,0.009357,0.197271,0.15917,0.810916,0.015205,0.631332,0.0018759999999999998,0.040338,0.03442,0.010319,0.99531,0.341486,0.023861,0.6,Y,0.6657500267028809,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0003497410741598566,0.3358780387689802,0.009357,0.22977924903671884,0.31709634812266296,0.7849751921570143,0.017860121361903264,0.5032774140697736,0.024388024388024385,0.10329330967251273,0.035849200058741856,0.010319,0.9952946747556791,0.341486,0.023861,0.6,Y,2565.0,0.436647,0.009357,0.197271,0.15917,0.810916,0.015205,0.631332,0.0018759999999999998,0.040338,0.03442,0.010319,0.99531,0.341486,0.023861,0.6,Y,0.683830976486206,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0003497410741598566,0.3358780387689802,0.009357,0.22977924903671884,0.31709634812266296,0.7849751921570143,0.017860121361903264,0.5032774140697736,0.024388024388024385,0.10329330967251273,0.035849200058741856,0.010319,0.9952946747556791,0.341486,0.023861,0.6,Y,2565.0,0.436647,0.009357,0.197271,0.15917,0.810916,0.015205,0.631332,0.0018759999999999998,0.040338,0.03442,0.010319,0.99531,0.341486,0.023861,0.6,Y,0.7365279197692871,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.006912063540619674,0.4062484030338647,0.02187,0.17332188733221202,0.19109253507742635,0.8681914894826801,0.019516337811773938,0.6905110610198586,0.06338806338806338,0.0875347934415483,0.17513719453450718,0.018297,0.8935392573612254,0.353081,0.136044,0.542948,N,50618.0,0.479335,0.02187,0.148801,0.095921,0.8840930000000001,0.016615,0.770297,0.004876,0.034184,0.168155,0.018297,0.893886,0.353081,0.136044,0.542948,N,1.4821457862854004,Y,Y,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,7322564.5,0.839516,1.0,0.858524,0.501961,1.0,0.851338,1.0,0.076923,0.390519,0.960133,1.0,1.0,1.0,1.0,1.0,Y
0,0.006912063540619674,0.4062484030338647,0.02187,0.17332188733221202,0.19109253507742635,0.8681914894826801,0.019516337811773938,0.6905110610198586,0.06338806338806338,0.0875347934415483,0.17513719453450718,0.018297,0.8935392573612254,0.353081,0.136044,0.542948,N,50618.0,0.479335,0.02187,0.148801,0.095921,0.8840930000000001,0.016615,0.770297,0.004876,0.034184,0.168155,0.018297,0.893886,0.353081,0.136044,0.542948,N,1.444561243057251,Y,Y,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,7322564.5,0.839516,1.0,0.858524,0.501961,1.0,0.851338,1.0,0.076923,0.390519,0.960133,1.0,1.0,1.0,1.0,1.0,Y
0,0.006912063540619674,0.4062484030338647,0.02187,0.17332188733221202,0.19109253507742635,0.8681914894826801,0.019516337811773938,0.6905110610198586,0.06338806338806338,0.0875347934415483,0.17513719453450718,0.018297,0.8935392573612254,0.353081,0.136044,0.542948,N,50618.0,0.479335,0.02187,0.148801,0.095921,0.8840930000000001,0.016615,0.770297,0.004876,0.034184,0.168155,0.018297,0.893886,0.353081,0.136044,0.542948,N,1.4327831268310547,Y,Y,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,7322564.5,0.839516,1.0,0.858524,0.501961,1.0,0.851338,1.0,0.076923,0.390519,0.960133,1.0,1.0,1.0,1.0,1.0,Y
0,0.006912063540619674,0.4062484030338647,0.02187,0.17332188733221202,0.19109253507742635,0.8681914894826801,0.019516337811773938,0.6905110610198586,0.06338806338806338,0.0875347934415483,0.17513719453450718,0.018297,0.8935392573612254,0.353081,0.136044,0.542948,N,50618.0,0.479335,0.02187,0.148801,0.095921,0.8840930000000001,0.016615,0.770297,0.004876,0.034184,0.168155,0.018297,0.893886,0.353081,0.136044,0.542948,N,1.4488179683685303,Y,Y,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,7322564.5,0.839516,1.0,0.858524,0.501961,1.0,0.851338,1.0,0.076923,0.390519,0.960133,1.0,1.0,1.0,1.0,1.0,Y
0,0.006912063540619674,0.4062484030338647,0.02187,0.17332188733221202,0.19109253507742635,0.8681914894826801,0.019516337811773938,0.6905110610198586,0.06338806338806338,0.0875347934415483,0.17513719453450718,0.018297,0.8935392573612254,0.353081,0.136044,0.542948,N,50618.0,0.479335,0.02187,0.148801,0.095921,0.8840930000000001,0.016615,0.770297,0.004876,0.034184,0.168155,0.018297,0.893886,0.353081,0.136044,0.542948,N,1.4478919506072998,Y,Y,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,7322564.5,0.839516,1.0,0.858524,0.501961,1.0,0.851338,1.0,0.076923,0.390519,0.960133,1.0,1.0,1.0,1.0,1.0,Y
0,6.145391775553904e-05,0.35680056180238334,0.370044,0.23347163270916133,0.310781116461239,0.8497098454669822,0.0,0.5726171212380473,0.0,0.01376629562197998,0.1277343867984956,0.360215,0.9999999999999999,0.325472,0.150943,1.0,N,454.0,0.449339,0.370044,0.200441,0.156,0.8678410000000001,0.0,0.682796,0.0,0.005376,0.12264199999999999,0.360215,1.0,0.325472,0.150943,1.0,N,1.4663751125335693,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,7322564.5,0.839516,1.0,0.858524,0.501961,1.0,0.851338,1.0,0.076923,0.390519,0.960133,1.0,1.0,1.0,1.0,1.0,Y
0,6.145391775553904e-05,0.35680056180238334,0.370044,0.23347163270916133,0.310781116461239,0.8497098454669822,0.0,0.5726171212380473,0.0,0.01376629562197998,0.1277343867984956,0.360215,0.9999999999999999,0.325472,0.150943,1.0,N,454.0,0.449339,0.370044,0.200441,0.156,0.8678410000000001,0.0,0.682796,0.0,0.005376,0.12264199999999999,0.360215,1.0,0.325472,0.150943,1.0,N,1.4474678039550781,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,7322564.5,0.839516,1.0,0.858524,0.501961,1.0,0.851338,1.0,0.076923,0.390519,0.960133,1.0,1.0,1.0,1.0,1.0,Y
0,6.145391775553904e-05,0.35680056180238334,0.370044,0.23347163270916133,0.310781116461239,0.8497098454669822,0.0,0.5726171212380473,0.0,0.01376629562197998,0.1277343867984956,0.360215,0.9999999999999999,0.325472,0.150943,1.0,N,454.0,0.449339,0.370044,0.200441,0.156,0.8678410000000001,0.0,0.682796,0.0,0.005376,0.12264199999999999,0.360215,1.0,0.325472,0.150943,1.0,N,1.4431438446044922,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,7322564.5,0.839516,1.0,0.858524,0.501961,1.0,0.851338,1.0,0.076923,0.390519,0.960133,1.0,1.0,1.0,1.0,1.0,Y
0,6.145391775553904e-05,0.35680056180238334,0.370044,0.23347163270916133,0.310781116461239,0.8497098454669822,0.0,0.5726171212380473,0.0,0.01376629562197998,0.1277343867984956,0.360215,0.9999999999999999,0.325472,0.150943,1.0,N,454.0,0.449339,0.370044,0.200441,0.156,0.8678410000000001,0.0,0.682796,0.0,0.005376,0.12264199999999999,0.360215,1.0,0.325472,0.150943,1.0,N,1.4546806812286377,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,7322564.5,0.839516,1.0,0.858524,0.501961,1.0,0.851338,1.0,0.076923,0.390519,0.960133,1.0,1.0,1.0,1.0,1.0,Y
0,6.145391775553904e-05,0.35680056180238334,0.370044,0.23347163270916133,0.310781116461239,0.8497098454669822,0.0,0.5726171212380473,0.0,0.01376629562197998,0.1277343867984956,0.360215,0.9999999999999999,0.325472,0.150943,1.0,N,454.0,0.449339,0.370044,0.200441,0.156,0.8678410000000001,0.0,0.682796,0.0,0.005376,0.12264199999999999,0.360215,1.0,0.325472,0.150943,1.0,N,1.4451351165771484,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,7322564.5,0.839516,1.0,0.858524,0.501961,1.0,0.851338,1.0,0.076923,0.390519,0.960133,1.0,1.0,1.0,1.0,1.0,Y
0,0.0008681390114932483,0.4469230274686418,0.015406,0.09540210873545761,0.15975344698094074,0.8891590351608387,0.0,0.6936220781163054,0.046098046098046096,0.10442513680512343,0.030474944617047847,0.015071,0.9493028794784613,0.350258,0.061466,0.4,Y,6361.0,0.504009,0.015406,0.081905,0.08019,0.902531,0.0,0.772606,0.003546,0.04078,0.02926,0.015071,0.949468,0.350258,0.061466,0.4,Y,0.6686820983886719,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0008681390114932483,0.4469230274686418,0.015406,0.09540210873545761,0.15975344698094074,0.8891590351608387,0.0,0.6936220781163054,0.046098046098046096,0.10442513680512343,0.030474944617047847,0.015071,0.9493028794784613,0.350258,0.061466,0.4,Y,6361.0,0.504009,0.015406,0.081905,0.08019,0.902531,0.0,0.772606,0.003546,0.04078,0.02926,0.015071,0.949468,0.350258,0.061466,0.4,Y,0.6664841175079346,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0008681390114932483,0.4469230274686418,0.015406,0.09540210873545761,0.15975344698094074,0.8891590351608387,0.0,0.6936220781163054,0.046098046098046096,0.10442513680512343,0.030474944617047847,0.015071,0.9493028794784613,0.350258,0.061466,0.4,Y,6361.0,0.504009,0.015406,0.081905,0.08019,0.902531,0.0,0.772606,0.003546,0.04078,0.02926,0.015071,0.949468,0.350258,0.061466,0.4,Y,0.670478105545044,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0008681390114932483,0.4469230274686418,0.015406,0.09540210873545761,0.15975344698094074,0.8891590351608387,0.0,0.6936220781163054,0.046098046098046096,0.10442513680512343,0.030474944617047847,0.015071,0.9493028794784613,0.350258,0.061466,0.4,Y,6361.0,0.504009,0.015406,0.081905,0.08019,0.902531,0.0,0.772606,0.003546,0.04078,0.02926,0.015071,0.949468,0.350258,0.061466,0.4,Y,0.667133092880249,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0008681390114932483,0.4469230274686418,0.015406,0.09540210873545761,0.15975344698094074,0.8891590351608387,0.0,0.6936220781163054,0.046098046098046096,0.10442513680512343,0.030474944617047847,0.015071,0.9493028794784613,0.350258,0.061466,0.4,Y,6361.0,0.504009,0.015406,0.081905,0.08019,0.902531,0.0,0.772606,0.003546,0.04078,0.02926,0.015071,0.949468,0.350258,0.061466,0.4,Y,0.6649439334869385,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00029538849801162434,0.43384892329452257,0.01246,0.13814057615162767,0.16419203882373334,0.8478141464407598,0.026560543520904742,0.6748387566171428,0.08344708344708344,0.13148656019297394,0.048443288586060465,0.006419,0.9896964413093444,0.21787,0.044843,0.5,Y,2167.0,0.49607799999999996,0.01246,0.118597,0.082418,0.8661740000000001,0.022612,0.7586649999999999,0.006419,0.05134799999999999,0.046512,0.006419,0.98973,0.21787,0.044843,0.5,Y,0.6663999557495117,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00029538849801162434,0.43384892329452257,0.01246,0.13814057615162767,0.16419203882373334,0.8478141464407598,0.026560543520904742,0.6748387566171428,0.08344708344708344,0.13148656019297394,0.048443288586060465,0.006419,0.9896964413093444,0.21787,0.044843,0.5,Y,2167.0,0.49607799999999996,0.01246,0.118597,0.082418,0.8661740000000001,0.022612,0.7586649999999999,0.006419,0.05134799999999999,0.046512,0.006419,0.98973,0.21787,0.044843,0.5,Y,0.6680409908294678,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00029538849801162434,0.43384892329452257,0.01246,0.13814057615162767,0.16419203882373334,0.8478141464407598,0.026560543520904742,0.6748387566171428,0.08344708344708344,0.13148656019297394,0.048443288586060465,0.006419,0.9896964413093444,0.21787,0.044843,0.5,Y,2167.0,0.49607799999999996,0.01246,0.118597,0.082418,0.8661740000000001,0.022612,0.7586649999999999,0.006419,0.05134799999999999,0.046512,0.006419,0.98973,0.21787,0.044843,0.5,Y,0.6668169498443604,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00029538849801162434,0.43384892329452257,0.01246,0.13814057615162767,0.16419203882373334,0.8478141464407598,0.026560543520904742,0.6748387566171428,0.08344708344708344,0.13148656019297394,0.048443288586060465,0.006419,0.9896964413093444,0.21787,0.044843,0.5,Y,2167.0,0.49607799999999996,0.01246,0.118597,0.082418,0.8661740000000001,0.022612,0.7586649999999999,0.006419,0.05134799999999999,0.046512,0.006419,0.98973,0.21787,0.044843,0.5,Y,0.6690750122070312,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00029538849801162434,0.43384892329452257,0.01246,0.13814057615162767,0.16419203882373334,0.8478141464407598,0.026560543520904742,0.6748387566171428,0.08344708344708344,0.13148656019297394,0.048443288586060465,0.006419,0.9896964413093444,0.21787,0.044843,0.5,Y,2167.0,0.49607799999999996,0.01246,0.118597,0.082418,0.8661740000000001,0.022612,0.7586649999999999,0.006419,0.05134799999999999,0.046512,0.006419,0.98973,0.21787,0.044843,0.5,Y,0.6641678810119629,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0005246798933706244,0.4291705337287491,0.091524,0.059057172542642956,0.09914913708435516,0.9027211866825722,0.0,0.7203439499542577,0.038545038545038546,0.07402968869632463,0.14831591039991335,0.075612,0.9873568211665393,0.323586,0.108247,0.190476,Y,3845.9999999999995,0.49324000000000007,0.091524,0.050702,0.049769,0.914457,0.0,0.792439,0.002965,0.02891,0.142403,0.075612,0.987398,0.323586,0.108247,0.190476,Y,0.6685090065002441,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0005246798933706244,0.4291705337287491,0.091524,0.059057172542642956,0.09914913708435516,0.9027211866825722,0.0,0.7203439499542577,0.038545038545038546,0.07402968869632463,0.14831591039991335,0.075612,0.9873568211665393,0.323586,0.108247,0.190476,Y,3845.9999999999995,0.49324000000000007,0.091524,0.050702,0.049769,0.914457,0.0,0.792439,0.002965,0.02891,0.142403,0.075612,0.987398,0.323586,0.108247,0.190476,Y,0.672987699508667,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0005246798933706244,0.4291705337287491,0.091524,0.059057172542642956,0.09914913708435516,0.9027211866825722,0.0,0.7203439499542577,0.038545038545038546,0.07402968869632463,0.14831591039991335,0.075612,0.9873568211665393,0.323586,0.108247,0.190476,Y,3845.9999999999995,0.49324000000000007,0.091524,0.050702,0.049769,0.914457,0.0,0.792439,0.002965,0.02891,0.142403,0.075612,0.987398,0.323586,0.108247,0.190476,Y,0.6676909923553467,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0005246798933706244,0.4291705337287491,0.091524,0.059057172542642956,0.09914913708435516,0.9027211866825722,0.0,0.7203439499542577,0.038545038545038546,0.07402968869632463,0.14831591039991335,0.075612,0.9873568211665393,0.323586,0.108247,0.190476,Y,3845.9999999999995,0.49324000000000007,0.091524,0.050702,0.049769,0.914457,0.0,0.792439,0.002965,0.02891,0.142403,0.075612,0.987398,0.323586,0.108247,0.190476,Y,0.6672759056091309,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0005246798933706244,0.4291705337287491,0.091524,0.059057172542642956,0.09914913708435516,0.9027211866825722,0.0,0.7203439499542577,0.038545038545038546,0.07402968869632463,0.14831591039991335,0.075612,0.9873568211665393,0.323586,0.108247,0.190476,Y,3845.9999999999995,0.49324000000000007,0.091524,0.050702,0.049769,0.914457,0.0,0.792439,0.002965,0.02891,0.142403,0.075612,0.987398,0.323586,0.108247,0.190476,Y,0.6771328449249268,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5.0255648297863044e-05,0.4004325614594993,0.0,0.15029515773583502,0.17367883162237704,0.8777211582527726,0.0,0.6702308404327131,0.1818181818181818,0.05372081768108594,0.048604724553785776,0.0,0.9999999999999999,0.22,0.086957,0.5,N,372.0,0.475807,0.0,0.129032,0.08718,0.8924729999999998,0.0,0.755245,0.013986,0.020979,0.046667,0.0,1.0,0.22,0.086957,0.5,N,1.4510958194732666,Y,N,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,7322564.5,0.839516,1.0,0.858524,0.501961,1.0,0.851338,1.0,0.076923,0.390519,0.960133,1.0,1.0,1.0,1.0,1.0,Y
